product_id,review_id,sku_id,timestamp,rating,in_window,disposition,substantive,duplicate_of,original_text,reason,uncertainty,source_ref
1732510609891758832,7682524674316371725,1732510617632936688,2026-09-06T20:39:28.454Z,2,False,outside_window,,,"No where near a true size , I had to return it",原固定窗口外，只做范围隔离和全量同正文核对；本阶段未逐条进行历史语义分类。,不用于补足当期门槛。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/0
1732510609891758832,7682504007180502798,1732510617633002224,2026-09-06T19:19:22.543Z,5,False,outside_window,,,"You can’t imagine how fast the shipping was. Big thumbs‑up to the seller! The underwear fits true to size. The fabric is soft and breathable, and most importantly, there is no strange odor. Thank you.",原固定窗口外，只做范围隔离和全量同正文核对；本阶段未逐条进行历史语义分类。,不用于补足当期门槛。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/1
1732510609891758832,7682493565428762381,1732510617633002224,2026-09-06T18:40:58.019Z,5,False,outside_window,,,really soft and comfy bra .front closure is easy to wear . great fit .no unpleasant odor . would buy again,原固定窗口外，只做范围隔离和全量同正文核对；本阶段未逐条进行历史语义分类。,不用于补足当期门槛。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/2
1732510609891758832,7682451852994250509,1732510617632936688,2026-09-06T15:56:58.124Z,4,False,outside_window,,,Med is just a little snug for now but will fit great when i lose my weight,原固定窗口外，只做范围隔离和全量同正文核对；本阶段未逐条进行历史语义分类。,不用于补足当期门槛。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/3
1732510609891758832,7682441823584470798,1732510617633002224,2026-09-06T15:18:00.776Z,5,False,outside_window,,,,原固定窗口外，只做范围隔离和全量同正文核对；本阶段未逐条进行历史语义分类。,不用于补足当期门槛。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/4
1732510609891758832,7682274321636656910,1732510617633067760,2026-09-06T04:28:19.221Z,5,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/5
1732510609891758832,7682092889813911309,1732510617632936688,2026-09-05T16:44:02.980Z,5,True,text_valid,True,,"This bra is life changing , specially the front closure . I sink in the sofa a lot , regular back clip made my skin itchy , that is why I ordered this front closure one . Not only make put on lots easier , but also solve my back itchy . Materiel is  soft and supportive. I am 36B, M size fit perfect !",本品前扣解决旧款后扣引起的背部发痒；柔软、承托、36B穿M合身。旧款痛点不归给本品。,自报身体/尺码仅适用于该评价；不推断其他买家。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/6
1732510609891758832,7682027470236993294,1732510617632609008,2026-09-05T12:30:35.372Z,5,True,text_valid,True,,Great fit and very comfortable also adds much needed cleavage.,明确合身、舒适及聚拢效果的正向体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/7
1732510609891758832,7682012126864623374,1732510617632543472,2026-09-05T11:30:57.379Z,5,True,text_valid,True,,"Excelente  comfy soft affordable price and the best part, you can use it with so many different outfits",柔软、舒适及可搭配多类服装的正向体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/8
1732510609891758832,7681880945967957774,1732510617632609008,2026-09-05T03:03:20.944Z,5,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/9
1732510609891758832,7681870717184395022,1732510617632805616,2026-09-05T02:22:18.891Z,5,True,text_valid,True,,Soft and comfortable with nice and interesting details. Unique design and fits well. Perfect for different dresses. Can be used on multiple occasions.,柔软、舒适、合身及场合适用的正向体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/10
1732510609891758832,7681851535449442062,1732510617632805616,2026-09-05T01:07:43.870Z,5,True,text_valid,True,,"Super comfortable, seamless, and feels amazing to the touch, like jelly. The front closure has a very strong magnetic clasp. The size is also perfect; it's rare to find a bra that fits my small bust so well. It's fantastic!",触感、磁扣牢固、小胸合身等正向体验。,磁扣性质为评价者表述，未核验商品结构。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/11
1732510609891758832,7681730615874094862,1732510617632740080,2026-09-04T17:18:13.830Z,5,True,text_valid,True,,AMAZING! it’s just right! It fits good in all the right places and just the right amount of support,合身且承托量合适，是承托不足的相反体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/12
1732510609891758832,7681717226366125837,1732510617632936688,2026-09-04T16:26:12.438Z,5,True,text_valid,True,,It fits the body perfectly. The size is accurate. It doesn't show through clothing. It is very comfortable and soft.,尺码准确、贴合、穿衣不显痕且柔软舒适。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/13
1732510609891758832,7681695365929928461,1732510617632674544,2026-09-04T15:01:36.023Z,5,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/14
1732510609891758832,7681695140016310030,1732510617633002224,2026-09-04T15:00:38.710Z,5,True,text_valid,True,,Great fit  comfortable will buy another color   Smooths sides and back   A touch of lift looks great under tshirt,合身、舒适、侧背平整及轻微提升的正向体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/15
1732510609891758832,7681677346675705613,1732510617632740080,2026-09-04T13:51:32.566Z,5,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/16
1732510609891758832,7681532661290305293,1732510617633002224,2026-09-04T04:30:09.312Z,5,True,text_valid,True,,Perfect fit,Perfect fit明确评价合身，保留为有维度的短评。,无尺寸/部位，不据此验证尺码表。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/17
1732510609891758832,7681458188278548238,1732510617633002224,2026-09-03T23:40:59.131Z,4,True,text_valid,True,,Post mastectomy and reconstruction i thought this would be perfect but unfortunately the molding would not be ideal for someone else in my situation. The material is grea,评价者自述术后重建情境，模杯塑形不适合自己；不扩展成医学建议或普遍人群结论。,末尾The material is grea未写完；仅前半句明确诉求参与分类，不补成great。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/18
1732510609891758832,7681280219873003278,1732510617632936688,2026-09-03T12:10:30.051Z,1,True,text_valid,True,,"Poor quality, slippery, removable breast pads. Junk!",对可拆胸垫和滑的表现不满；保留可拆胸垫偏好及滑感未定位两条线索。,slippery修饰对象不清，不能断言胸垫移位、面料成分或做工故障。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/19
1732510609891758832,7681115360702269198,1732510617632936688,2026-09-03T01:30:40.770Z,5,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/20
1732510609891758832,7681056933931403022,1732510617632674544,2026-09-02T21:44:01.841Z,3,True,text_valid,True,,Not a huge fan of the fit. Uncomfortable and not flattering shape wise. Shame because I love the regular jelly bras and was hoping the fit would be the similar.,不舒适且塑形不美观；期待类似其他jelly bra的贴合效果。,未说明具体尺码偏差，不并入偏小。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/21
1732510609891758832,7680998578379835150,1732510617632674544,2026-09-02T17:57:30.876Z,5,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/22
1732510609891758832,7680997182087792398,1732510617633067760,2026-09-02T17:52:04.385Z,5,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/23
1732510609891758832,7680856331680319246,1732510617632936688,2026-09-02T08:45:26.133Z,4,True,text_valid,True,,I got the medium but I back ordering the larges. I am a 38 double d. Love it otherwise.,自述38DD，买M后准备买L，保留换大码背景。,没有明确说M太紧；仅推断可能需更大码，不计入明确过紧支持。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/24
1732510609891758832,7680761981967664910,1732510617632871152,2026-09-02T02:39:20.777Z,5,True,text_valid,True,,"This is a very soft and comfortable bra! I love the lace on the back, its so pretty too!",柔软、舒适与背部蕾丝的正向体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/25
1732510609891758832,7680761146839746317,1732510617632936688,2026-09-02T02:36:14.763Z,5,True,text_valid,True,,"Very comfy!! Good buy!
Material & Fabric: Feels great!
Comfort: Not binding
Support: Good",舒适、不勒且承托良好；Not binding为正向否定。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/26
1732510609891758832,7680745250311243534,1732510617632936688,2026-09-02T01:34:22.415Z,5,True,text_valid,True,,This bra is sooo comfortable and fits perfectly. It doesn’t show through my shirt. It is really supportive too!,舒适、合身、外衣不显痕及承托良好。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/27
1732510609891758832,7680670162944722701,1732510617633002224,2026-09-01T20:43:08.280Z,2,True,text_valid,True,,"Its comfortable, but definitely doesnt hold my breast up or in.",舒适，但没有托起或收住胸部；提升和包容分开记录。,具体偏差部位/目标尺寸未知。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/28
1732510609891758832,7680595825213540109,1732510617632609008,2026-09-01T15:54:51.125Z,1,True,text_valid,True,,Awful coverage and very uncomfortable,覆盖差并且很不舒服；未明确说明提升能力。,coverage不自动等同罩杯偏小或托举不足。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/29
1732510609891758832,7680569329080813326,1732510617633067760,2026-09-01T14:12:01.961Z,3,True,text_valid,True,,"Sorry but it’s a no for me.  I’m a natural 44 DD/E/F, I’m 5’1 and 155 lbs. and I got an extra large.  It barely closed with the clasps, and it smashed me down and dud not give the lift.  It was uncomfortable because it was too tight otherwise if I had fake boobs that were smaller it would probably be great.  Sift material yes but not if you’re sweaty in a hot humid climate.",自述XL扣合困难、过紧压胸、不提升且不舒适；另述湿热出汗情境不适。,湿热问题机理不清，不能推断透气率或材质；正文XL不外推到其他SKU。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/30
1732510609891758832,7680538752149669646,1732510617632609008,2026-09-01T12:13:11.714Z,4,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/31
1732510609891758832,7680520364780275470,1732510617632609008,2026-09-01T11:01:53.996Z,5,True,excluded_empty,False,,,空正文，无可解释的穿着体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/32
1732510609891758832,7680449818321536781,1732510617633002224,2026-09-01T06:28:26.063Z,5,True,text_valid,True,,This is probably the most comfortable bra I’ve ever owned. The magnet clasps are very strong.,非常舒适、磁扣牢固的正向体验。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/33
1732510609891758832,7680396546785822478,1732510617633067760,2026-09-01T03:01:59.713Z,3,True,text_valid,True,,Not very comfortable,明确不舒适，虽短但有穿着体验维度。,不适原因/部位未知。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/34
1732510609891758832,7680355433628469006,1732510617633002224,2026-09-01T00:21:56.966Z,5,True,text_valid,True,,Love this bra its sooo comfortable I never want to wear anything else and just ordered me a second one,舒适及自述复购；有实质穿着体验。,自述复购不作订单核验或新增买家。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/35
1732510609891758832,7680306511989557006,1732510617632740080,2026-08-31T21:11:54.096Z,5,True,excluded_non_substantive,False,,Love it!,只有Love it!，纯赞美，无具体穿着维度。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/36
1732510609891758832,7680044702342645518,1732510617632674544,2026-08-31T04:16:00.356Z,5,True,text_valid,True,,So super comfortable you wouldn’t even know you’re wearing a bra. I love it. I’ve ordered two more highly recommend.,明确舒适、自述又订两件；不把件数当买家数。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/37
1732510609891758832,7680015838256482062,1732510617632936688,2026-08-31T02:24:23.866Z,5,True,text_valid,True,,My wife loves the fit and the material. She looks great in it,转述妻子对合身及材质的体验，保留关系语境。,不是直接穿着者发言，不验证成交或穿着者身份。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/38
1732510609891758832,7679956738765981453,1732510617633002224,2026-08-30T22:34:43.520Z,5,True,text_valid,True,,Feels comfortable and I would like to see more.color options if possible,舒适且希望更多颜色，具体颜色未指定。,,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/39
1732510609891758832,7679956704881739534,1732510617632674544,2026-08-30T22:34:32.006Z,4,True,excluded_duplicate_body,True,7679956738765981453,Feels comfortable and I would like to see more.color options if possible,与第35条同商品同正文，跨SKU重复；保留原记录但不重复计数。,11.514秒间隔与正文相同不证明同一买家；只按正文去重。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/40
1732510609891758832,7679691800008853262,1732510617632936688,2026-08-30T05:26:41.620Z,5,False,outside_window,,,,原固定窗口外，只做范围隔离和全量同正文核对；本阶段未逐条进行历史语义分类。,不用于补足当期门槛。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/41
1732510609891758832,7679678068294076174,1732510617632936688,2026-08-30T04:33:26.104Z,5,False,outside_window,,,It fit well. I love how it hold you top and the quality definitely will recommend,原固定窗口外，只做范围隔离和全量同正文核对；本阶段未逐条进行历史语义分类。,不用于补足当期门槛。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/42
1732510609891758832,7679473194947086093,1732510617632740080,2026-08-29T15:18:20.867Z,4,False,outside_window,,,I’m a 38C so I got an xl. It gives great lift! Lots of cleavage if that’s what you’re looking for but I will admit that it’s a lil tight at the bottom,原固定窗口外，只做范围隔离和全量同正文核对；本阶段未逐条进行历史语义分类。,不用于补足当期门槛。,data_acquisition/apify_reviews/records/keyword_products_apify_20260907/api_reviews.json#/43
